path_czi,channel_signal,channel_target,structureProteinName,colony_position
data/myosin_iib/3500001319_100X_20170922_2-Scene-17-P47-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_2-Scene-15-P35-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_1-Scene-22-P22-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_2-Scene-20-P30-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001422_100X_20171017_1-Scene-15-P45-F07.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_2-Scene-08-P18-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001395_100X_20171010_1-Scene-17-P54-F06.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_1-Scene-05-P5-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_3-Scene-03-P38-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_2-Scene-05-P15-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_1-Scene-04-P4-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001336_100X_20170925_3-Scene-14-P42-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001336_100X_20170925_2-Scene-09-P23-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_2-Scene-24-P54-F04.czi,6,3,myosin iib,
data/myosin_iib/3500001336_100X_20170925_3-Scene-06-P34-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001346_100X_20170926_1-Scene-05-P14-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001395_100X_20171010_1-Scene-02-P6-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001345_100X_20170926_4-Scene-10-P34-F04.czi,6,3,myosin iib,
data/myosin_iib/3500001449_100X_20171023_3-Scene-11-P30-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001395_100X_20171010_1-Scene-01-P3-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_1-Scene-02-P2-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001336_100X_20170925_2-Scene-03-P17-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_1-Scene-02-P2-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_1-Scene-14-P14-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_3-Scene-02-P22-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_1-Scene-19-P19-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001345_100X_20170926_1-Scene-1-P1-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_1-Scene-05-P5-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_1-Scene-02-P2-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001345_100X_20170926_4-Scene-13-P37-F05.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_3-Scene-03-P33-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_1-Scene-05-P5-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001344_100X_20170926_1-Scene-17-P17-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001345_100X_20170926_3-Scene-09-P19-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_1-Scene-07-P7-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001395_100X_20171010_1-Scene-12-P39-F04.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_3-Scene-04-P24-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_2-Scene-02-P12-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_1-Scene-07-P7-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_1-Scene-19-P19-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001346_100X_20170926_2-Scene-07-P28-F04.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_2-Scene-16-P46-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001346_100X_20170926_1-Scene-10-P19-E06.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_2-Scene-18-P48-E08.czi,6,3,myosin iib,
data/myosin_iib/3500001394_100X_20171010_1-Scene-04-P6-E04.czi,6,3,myosin iib,
data/myosin_iib/3500001319_100X_20170922_1-Scene-18-P18-E05.czi,6,3,myosin iib,
data/myosin_iib/3500001320_100X_20170922_3-Scene-02-P37-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001321_100X_20170922_3-Scene-25-P55-F07.czi,6,3,myosin iib,
data/myosin_iib/3500001371_100X_20171006_4-Scene-05-P35-E07.czi,6,3,myosin iib,
data/myosin_iib/3500001346_100X_20170926_2-Scene-16-P38-F06.czi,6,3,myosin iib,
data/myosin_iib/3500001395_100X_20171010_2r-Scene-05-P38-F04.czi,6,3,myosin iib,r
data/myosin_iib/3500001395_100X_20171010_2r-Scene-07-P44-F05.czi,6,3,myosin iib,r
data/myosin_iib/3500001395_100X_20171010_1r-Scene-3-P8-E04.czi,6,3,myosin iib,r
data/myosin_iib/3500001430_100X_20171020_1r-Scene-01-P2-E06.czi,6,3,myosin iib,r
data/myosin_iib/3500001422_100X_20171017_1r-Scene-15-P44-F07.czi,6,3,myosin iib,r
data/myosin_iib/3500001396_100X_20171010_2r-Scene-1-P47-F08.czi,6,3,myosin iib,r
data/myosin_iib/3500001449_100X_20171023_2r-Scene-15-P44-F04.czi,6,3,myosin iib,r
data/myosin_iib/3500001394_100X_20171010_2r-Scene-3-P40-F05.czi,6,3,myosin iib,r
data/myosin_iib/3500001422_100X_20171017_1r-Scene-08-P23-E08.czi,6,3,myosin iib,r
data/myosin_iib/3500001395_100X_20171010_2r-Scene-08-P47-F05.czi,6,3,myosin iib,r
data/myosin_iib/3500001394_100X_20171010_1r-Scene-01-P4-E04.czi,6,3,myosin iib,r
data/myosin_iib/3500001394_100X_20171010_2r-Scene-2-P37-F05.czi,6,3,myosin iib,r
data/myosin_iib/3500001395_100X_20171010_2r-Scene-03-P32-E08.czi,6,3,myosin iib,r
data/myosin_iib/3500001449_100X_20171023_2r-Scene-10-P29-E08.czi,6,3,myosin iib,r
data/myosin_iib/3500001430_100X_20171020_1r-Scene-11-P62-F04.czi,6,3,myosin iib,r
data/myosin_iib/3500001395_100X_20171010_1e-Scene-14-P40-F04.czi,6,3,myosin iib,e
data/myosin_iib/3500001449_100X_20171023_1e-Scene-04-P10-E05.czi,6,3,myosin iib,e
data/myosin_iib/3500001449_100X_20171023_1e-Scene-08-P22-E07.czi,6,3,myosin iib,e
data/myosin_iib/3500001449_100X_20171023_1e-Scene-11-P31-E08.czi,6,3,myosin iib,e
data/myosin_iib/3500001395_100X_20171010_1e-Scene-17-P49-F06.czi,6,3,myosin iib,e
data/myosin_iib/3500001394_100X_20171010_1e-Scene-10-P32-F04.czi,6,3,myosin iib,e
data/myosin_iib/3500001396_100X_20171010_2e-Scene-1-P31-F06.czi,6,3,myosin iib,e
data/myosin_iib/3500001430_100X_20171020_1e-Scene-10-P58-F04.czi,6,3,myosin iib,e
data/myosin_iib/3500001394_100X_20171010_2e-Scene-3-P41-F05.czi,6,3,myosin iib,e
data/myosin_iib/3500001395_100X_20171010_1e-Scene-02-P4-E04.czi,6,3,myosin iib,e
data/myosin_iib/3500001396_100X_20171010_1e-Scene-05-P13-F04.czi,6,3,myosin iib,e
data/myosin_iib/3500001395_100X_20171010_1e-Scene-15-P43-F05.czi,6,3,myosin iib,e
data/myosin_iib/3500001394_100X_20171010_1e-Scene-08-P26-E08.czi,6,3,myosin iib,e
data/myosin_iib/3500001394_100X_20171010_1e-Scene-06-P20-E08.czi,6,3,myosin iib,e
data/myosin_iib/3500001396_100X_20171010_2e-Scene-3-P37-F07.czi,6,3,myosin iib,e
